tiraz,1-number,2-number,3-number,4-number,5-number,6-number,7-number,datetime,jackpot
6511,28,7,27,35,18,1,37,2018-01-16 12:30:00,23490944
6512,13,47,19,28,6,5,23,2018-01-16 15:30:00,23641103
6513,46,21,36,25,49,33,28,2018-01-16 17:30:00,23744392
6514,3,32,42,37,30,36,26,2018-01-16 19:30:00,23824264
6515,41,46,43,7,19,44,37,2018-01-16 21:30:00,23901297
6516,18,9,49,25,4,39,17,2018-01-16 23:30:00,23969547
6517,27,47,21,4,30,3,18,2018-01-17 12:30:00,24027904
6518,1,42,37,44,31,5,11,2018-01-17 15:30:00,24165573
6519,13,36,4,18,29,9,24,2018-01-17 17:30:00,24269081
6520,44,6,48,40,34,17,1,2018-01-17 19:30:00,24336016
6521,4,21,15,28,16,48,38,2018-01-17 21:30:00,24399356
6522,39,33,31,20,21,25,49,2018-01-17 23:30:00,24453612
6523,13,29,26,47,1,44,5,2018-01-18 12:30:00,24514609
6524,23,7,41,42,19,12,22,2018-01-18 15:30:00,24673988
6525,48,6,1,21,47,38,24,2018-01-18 17:30:00,24778191
6526,32,26,19,45,29,49,11,2018-01-18 19:30:00,24853091
6527,2,35,27,13,32,33,4,2018-01-18 21:30:00,24927507
6528,4,25,48,35,23,19,46,2018-01-18 23:30:00,24987052
6529,34,17,39,2,29,37,33,2018-01-19 12:30:00,25043380
6530,40,7,16,22,43,8,28,2018-01-19 15:30:00,25183334
6531,44,20,49,42,21,45,30,2018-01-19 17:30:00,25288663
6532,15,42,16,26,19,9,43,2018-01-19 19:30:00,25369636
6533,27,10,15,32,18,33,20,2018-01-19 21:30:00,25435849
6534,38,14,13,34,6,39,23,2018-01-19 23:30:00,25497209
6535,26,29,14,6,18,15,40,2018-01-20 12:30:00,25545531
6536,17,2,20,16,39,18,32,2018-01-20 15:30:00,25684544
6537,42,29,20,25,47,22,1,2018-01-20 17:30:00,25775214
6538,13,22,23,6,2,5,35,2018-01-20 19:30:00,25836353
6539,16,31,19,44,49,6,14,2018-01-20 21:30:00,25894970
6540,10,14,35,48,3,38,20,2018-01-20 23:30:00,25947554
6541,36,45,11,6,20,49,21,2018-01-21 12:30:00,25995475
6542,30,13,39,11,2,37,21,2018-01-21 15:30:00,26120404
6543,43,17,2,49,23,15,38,2018-01-21 17:30:00,26207887
6544,2,18,6,23,41,7,19,2018-01-21 19:30:00,26296097
6545,18,23,2,49,37,32,48,2018-01-21 21:30:00,26383205
6546,31,11,40,48,38,23,14,2018-01-21 23:30:00,26454331
6547,40,7,22,43,13,35,12,2018-01-22 12:30:00,26512882
6548,10,39,1,23,7,33,16,2018-01-22 15:30:00,26651732
6549,47,12,23,33,40,25,49,2018-01-22 17:30:00,26745499
6550,36,38,16,18,25,17,32,2018-01-22 19:30:00,26809537
6551,38,30,3,21,12,33,27,2018-01-22 21:30:00,26861147
6552,47,25,13,17,23,33,42,2018-01-22 23:30:00,26905549
6553,39,22,41,24,8,21,3,2018-01-23 12:30:00,26956926
6554,10,23,21,5,1,44,48,2018-01-23 15:30:00,27099234
6555,34,10,26,9,32,2,24,2018-01-23 17:30:00,27199530
6556,10,37,15,24,13,43,49,2018-01-23 19:30:00,27270202
6557,2,18,13,49,3,20,9,2018-01-23 21:30:00,27338509
6558,47,1,8,21,49,15,9,2018-01-23 23:30:00,27398574
6559,4,29,15,48,33,38,40,2018-01-24 12:30:00,27450292
6560,47,14,32,3,7,13,21,2018-01-24 15:30:00,27575567
6561,13,22,48,26,30,49,42,2018-01-24 17:30:00,27656395
6562,17,43,20,19,6,38,21,2018-01-24 19:30:00,27721037
6563,38,10,37,34,25,14,33,2018-01-24 21:30:00,27779565
6564,38,39,41,37,11,25,20,2018-01-24 23:30:00,27835334
6565,1,5,28,15,3,45,6,2018-01-25 12:30:00,27889059
6566,14,12,4,35,24,2,19,2018-01-25 15:30:00,28026206
6567,24,37,8,4,47,27,25,2018-01-25 17:30:00,28122189
6568,48,46,45,27,18,41,43,2018-01-25 19:30:00,28188072
6569,40,13,6,5,46,22,44,2018-01-25 21:30:00,28251600
6570,9,16,44,15,48,28,46,2018-01-25 23:30:00,28303722
6571,34,21,18,36,42,9,43,2018-01-26 12:30:00,28350997
6572,3,28,20,19,23,32,41,2018-01-26 15:30:00,28481322
6573,6,28,29,10,30,37,38,2018-01-26 17:30:00,28565142
6574,18,7,11,22,43,26,16,2018-01-26 19:30:00,28638376
6575,16,30,48,9,23,20,19,2018-01-26 21:30:00,28696250
6576,47,12,49,13,28,19,35,2018-01-26 23:30:00,28746284
6577,32,37,5,29,38,18,35,2018-01-27 12:30:00,28791158
6578,45,17,11,38,33,31,16,2018-01-27 15:30:00,28912964
6579,24,3,23,44,30,11,9,2018-01-27 17:30:00,28991927
6580,19,4,46,31,29,21,23,2018-01-27 19:30:00,29047000
6581,49,5,36,14,8,34,30,2018-01-27 21:30:00,29095596
6582,48,14,36,27,9,31,39,2018-01-27 23:30:00,29137516
6583,4,1,43,8,38,20,19,2018-01-28 12:30:00,29182580
6584,34,39,2,40,11,46,17,2018-01-28 15:30:00,29296841
6585,23,30,9,36,49,39,33,2018-01-28 17:30:00,29375565
6586,44,9,4,34,21,45,26,2018-01-28 19:30:00,29438499
6587,48,11,44,23,31,22,8,2018-01-28 21:30:00,29531266
6588,9,33,45,2,4,32,13,2018-01-28 23:30:00,29595028
6589,5,16,8,19,10,47,17,2018-01-29 12:30:00,29641945
6590,14,47,26,7,3,17,34,2018-01-29 15:30:00,29752115
6591,3,24,34,26,2,17,41,2018-01-29 17:30:00,29830362
6592,44,23,37,26,14,43,32,2018-01-29 19:30:00,29892885
6593,31,32,20,46,16,45,5,2018-01-29 21:30:00,29949581
6594,39,20,13,14,36,35,43,2018-01-29 23:30:00,29994854
6595,10,14,18,42,33,38,30,2018-01-30 12:30:00,30044601
6596,18,11,36,21,37,10,44,2018-01-30 15:30:00,30195136
6597,42,45,46,17,6,32,22,2018-01-30 17:30:00,30289024
6598,26,28,41,34,20,40,49,2018-01-30 19:30:00,30356599
6599,23,35,31,8,10,44,25,2018-01-30 21:30:00,30421452
6600,13,28,29,26,15,47,22,2018-01-30 23:30:00,30476550
6601,39,25,41,8,11,23,21,2018-01-31 12:30:00,30520369
6602,17,39,16,10,19,45,6,2018-01-31 15:30:00,30638164
6603,42,9,49,5,19,13,2,2018-01-31 17:30:00,30723313
6604,39,11,30,13,34,20,6,2018-01-31 19:30:00,30784293
6605,3,5,35,43,11,27,4,2018-01-31 21:30:00,30840235
6606,12,48,41,45,15,7,42,2018-01-31 23:30:00,30885199
6607,44,31,38,48,16,47,23,2018-02-01 12:30:00,30948231
6608,39,18,36,4,32,24,11,2018-02-01 15:30:00,31102264
6609,29,7,9,40,14,45,22,2018-02-01 17:30:00,31196597
6610,4,19,12,16,11,15,28,2018-02-01 19:30:00,31260187
6611,6,11,36,30,1,42,7,2018-02-01 21:30:00,31317432
6612,28,13,48,47,45,44,27,2018-02-01 23:30:00,31379497
6613,2,23,14,17,7,19,49,2018-02-02 12:30:00,31430740
6614,8,13,34,16,11,24,28,2018-02-02 15:30:00,31556680
6615,49,39,6,23,25,26,8,2018-02-02 17:30:00,31641430
6616,18,33,2,9,14,49,6,2018-02-02 19:30:00,31708408
6617,2,18,49,38,25,37,20,2018-02-02 21:30:00,31773335
6618,8,46,45,3,10,37,20,2018-02-02 23:30:00,31830498
6619,13,30,29,47,37,18,16,2018-02-03 12:30:00,31878992
6620,40,34,8,30,17,31,42,2018-02-03 15:30:00,32004050
6621,35,39,44,17,43,34,4,2018-02-03 17:30:00,32096585
6622,41,2,32,19,46,6,37,2018-02-03 19:30:00,32157016
6623,12,6,24,13,11,38,35,2018-02-03 21:30:00,32209261
6624,39,37,25,19,23,10,12,2018-02-03 23:30:00,32260108
6625,48,16,8,39,22,17,25,2018-02-04 12:30:00,32306188
6626,9,18,22,11,3,37,25,2018-02-04 15:30:00,32422531
6627,23,41,39,2,4,28,7,2018-02-04 17:30:00,32493544
6628,29,11,3,14,32,22,36,2018-02-04 19:30:00,32566817
6629,46,15,38,3,7,6,20,2018-02-04 21:30:00,32635285
6630,30,40,43,34,29,3,15,2018-02-04 23:30:00,32700559
6631,47,22,5,45,19,23,44,2018-02-05 12:30:00,32752385
6632,33,45,7,24,9,38,21,2018-02-05 15:30:00,32871508
6633,14,5,19,10,20,28,30,2018-02-05 17:30:00,32953707
6634,7,48,11,35,12,42,10,2018-02-05 19:30:00,33017322
6635,49,36,10,31,12,39,21,2018-02-05 21:30:00,33076602
6636,7,19,28,41,32,6,21,2018-02-05 23:30:00,33125719
6637,38,32,14,33,1,29,35,2018-02-06 12:30:00,33169998
6638,7,4,27,15,20,41,8,2018-02-06 15:30:00,33312895
6639,6,35,37,17,33,41,26,2018-02-06 17:30:00,33398994
6640,34,8,38,30,2,5,35,2018-02-06 19:30:00,33475088
6641,27,37,26,32,9,6,25,2018-02-06 21:30:00,33538732
6642,35,6,28,15,19,33,30,2018-02-06 23:30:00,33594330
6643,48,17,39,14,23,40,9,2018-02-07 12:30:00,33636145
6644,26,21,38,44,32,7,4,2018-02-07 15:30:00,33753110
6645,44,31,21,9,24,29,28,2018-02-07 17:30:00,33838885
6646,48,2,9,37,22,41,18,2018-02-07 19:30:00,33903304
6647,28,29,5,3,41,20,19,2018-02-07 21:30:00,33962406
6648,19,2,35,39,23,10,48,2018-02-07 23:30:00,34012278
6649,39,28,3,2,26,13,36,2018-02-08 12:30:00,34065158
6650,41,10,43,49,46,32,47,2018-02-08 15:30:00,34200900
6651,45,19,9,43,38,34,36,2018-02-08 17:30:00,34294530
6652,44,4,17,40,15,36,3,2018-02-08 19:30:00,34369487
6653,10,38,29,33,9,41,14,2018-02-08 21:30:00,34409942
6654,16,11,22,45,10,37,34,2018-02-08 23:30:00,34470007
6655,42,33,34,17,29,25,49,2018-02-09 12:30:00,34518171
6656,44,46,49,11,14,37,28,2018-02-09 15:30:00,34650285
6657,8,24,21,22,23,36,33,2018-02-09 17:30:00,34744256
6658,38,22,23,42,36,49,45,2018-02-09 19:30:00,34812020
6659,26,11,5,17,21,25,8,2018-02-09 21:30:00,34878745
6660,35,29,39,14,24,36,31,2018-02-09 23:30:00,34929720
6661,13,21,36,1,37,27,40,2018-02-10 12:30:00,34985129
6662,8,34,3,35,23,49,5,2018-02-10 15:30:00,35115031
6663,23,29,30,47,21,35,4,2018-02-10 17:30:00,35205801
6664,43,9,25,28,46,17,7,2018-02-10 19:30:00,35277084
6665,47,34,14,44,38,42,21,2018-02-10 21:30:00,35330878
6666,49,6,1,39,44,9,31,2018-02-10 23:30:00,35380492
6667,6,49,43,16,27,17,33,2018-02-11 12:30:00,35446442
6668,38,18,32,31,13,29,5,2018-02-11 15:30:00,35563882
6669,1,17,29,4,34,3,16,2018-02-11 17:30:00,35644097
6670,30,2,37,10,45,31,3,2018-02-11 19:30:00,35726361
6671,6,34,1,41,38,9,18,2018-02-11 21:30:00,35800518
6672,12,35,31,26,45,18,29,2018-02-11 23:30:00,35858986
6673,21,2,48,42,47,40,27,2018-02-12 12:30:00,35909131
6674,27,35,3,39,44,38,2,2018-02-12 15:30:00,36030368
6675,10,39,13,41,36,9,24,2018-02-12 17:30:00,36120169
6676,14,7,19,40,34,20,22,2018-02-12 19:30:00,36185909
6677,3,4,34,42,2,45,35,2018-02-12 21:30:00,36239899
6678,5,16,28,31,15,8,18,2018-02-12 23:30:00,36308118
6679,17,7,46,28,3,47,36,2018-02-13 12:30:00,36353181
6680,39,47,1,9,11,25,21,2018-02-13 15:30:00,36476813
6681,28,8,24,48,9,12,46,2018-02-13 17:30:00,36567809
6682,20,5,33,6,32,1,39,2018-02-13 19:30:00,36633823
6683,5,33,26,28,34,46,38,2018-02-13 21:30:00,36693381
6684,36,14,17,12,25,15,38,2018-02-13 23:30:00,36748532
6685,14,43,16,25,29,35,21,2018-02-14 12:30:00,36795623
6686,38,44,17,24,32,45,37,2018-02-14 15:30:00,36918179
6687,35,32,9,15,18,3,6,2018-02-14 17:30:00,37009015
6688,5,47,38,4,43,36,39,2018-02-14 19:30:00,37066891
6689,17,37,48,44,34,2,5,2018-02-14 21:30:00,37128488
6690,6,49,25,41,28,22,42,2018-02-14 23:30:00,37180806
6691,17,21,7,10,28,25,39,2018-02-15 12:30:00,37236453
6692,39,30,14,35,8,9,1,2018-02-15 15:30:00,37366290
6693,49,19,48,31,37,44,39,2018-02-15 17:30:00,37464657
6694,30,11,23,13,35,7,29,2018-02-15 19:30:00,37535901
6695,31,7,15,20,13,25,33,2018-02-15 21:30:00,37591876
6696,3,43,9,45,22,35,24,2018-02-15 23:30:00,37646499
6697,3,41,49,36,4,24,12,2018-02-16 12:30:00,37694790
6698,34,28,27,6,18,40,44,2018-02-16 15:30:00,37830268
6699,25,14,2,15,29,37,47,2018-02-16 17:30:00,37931097
6700,7,49,6,46,21,24,39,2018-02-16 19:30:00,38014109
6701,40,33,32,49,1,8,35,2018-02-16 21:30:00,38086026
6702,38,18,14,45,19,31,11,2018-02-16 23:30:00,38147382
6703,30,43,2,1,45,48,41,2018-02-17 12:30:00,38195914
6704,30,18,3,24,10,27,19,2018-02-17 15:30:00,38335913
6705,12,20,46,14,16,39,2,2018-02-17 17:30:00,38428192
6706,36,32,18,49,44,8,34,2018-02-17 19:30:00,38497947
6707,39,30,49,4,15,12,32,2018-02-17 21:30:00,38552490
6708,49,4,35,21,20,6,15,2018-02-17 23:30:00,38600643
6709,27,43,42,38,16,19,9,2018-02-18 12:30:00,38650028
6710,42,45,2,17,13,30,48,2018-02-18 15:30:00,38761359
6711,42,43,19,12,3,9,5,2018-02-18 17:30:00,38833712
6712,6,14,27,7,19,10,28,2018-02-18 19:30:00,38909125
6713,18,36,14,45,32,16,27,2018-02-18 21:30:00,38972496
6714,23,30,20,41,15,40,49,2018-02-18 23:30:00,39024833
6715,8,15,20,13,31,23,40,2018-02-19 12:30:00,39072775
6716,41,8,46,39,19,48,43,2018-02-19 15:30:00,39197514
6717,5,27,45,44,38,46,18,2018-02-19 17:30:00,39290038
6718,23,6,34,11,33,28,41,2018-02-19 19:30:00,39352081
6719,17,2,30,18,19,34,21,2018-02-19 21:30:00,39409922
6720,16,33,27,38,32,15,42,2018-02-19 23:30:00,39461314
6721,44,18,17,42,41,34,43,2018-02-20 12:30:00,39508954
6722,7,48,20,14,25,49,10,2018-02-20 15:30:00,39655795
6723,12,17,39,10,40,49,46,2018-02-20 17:30:00,39745281
6724,28,20,4,24,1,12,21,2018-02-20 19:30:00,39815402
6725,32,33,38,36,4,2,7,2018-02-20 21:30:00,39876288
6726,33,17,40,25,21,16,43,2018-02-20 23:30:00,39931064
6727,29,2,38,21,6,39,9,2018-02-21 12:30:00,39978895
6728,25,28,39,14,30,32,2,2018-02-21 15:30:00,40111957
6729,34,28,49,40,24,16,32,2018-02-21 17:30:00,40214402
6730,44,27,30,39,36,23,42,2018-02-21 19:30:00,40286394
6731,33,30,45,24,23,29,14,2018-02-21 21:30:00,40350704
6732,2,16,32,21,49,41,33,2018-02-21 23:30:00,40408401
6733,2,49,34,24,20,11,9,2018-02-22 12:30:00,40466230
6734,10,39,8,4,29,21,47,2018-02-22 15:30:00,40716088
6735,3,20,30,25,26,48,38,2018-02-22 17:30:00,40859687
6736,36,29,15,21,25,12,6,2018-02-22 19:30:00,40968357
6737,34,40,15,6,3,28,14,2018-02-22 21:30:00,41080155
6738,42,14,21,41,36,2,35,2018-02-22 23:30:00,41182108
6739,46,8,44,20,29,17,36,2018-02-23 12:30:00,41278505
6740,22,11,46,18,12,1,17,2018-02-23 15:30:00,41498196
6741,3,35,21,32,24,16,23,2018-02-23 17:30:00,41641197
6742,37,32,18,36,20,21,47,2018-02-23 19:30:00,41725106
6743,25,39,41,47,35,46,13,2018-02-23 21:30:00,41808586
6744,49,36,25,39,7,18,30,2018-02-23 23:30:00,41880254
6745,26,37,35,46,3,2,11,2018-02-24 12:30:00,41952712
6746,32,40,29,42,31,35,19,2018-02-24 15:30:00,42128587
6747,20,48,38,26,14,32,17,2018-02-24 17:30:00,42242800
6748,47,25,31,30,10,32,15,2018-02-24 19:30:00,42324578
6749,12,13,36,31,10,28,5,2018-02-24 21:30:00,42404273
6750,1,22,27,49,2,24,28,2018-02-24 23:30:00,42476368
6751,29,46,23,7,20,12,36,2018-02-25 12:30:00,42571741
6752,28,21,34,14,32,3,22,2018-02-25 15:30:00,42788726
6753,39,23,18,32,41,46,29,2018-02-25 17:30:00,42913227
6754,6,36,7,31,34,21,43,2018-02-25 19:30:00,43049546
6755,5,33,6,47,1,18,36,2018-02-25 21:30:00,43205706
6756,27,40,11,22,39,6,4,2018-02-25 23:30:00,43349039
6757,29,9,47,49,41,4,32,2018-02-28 23:30:00,43481434
6758,22,18,40,15,48,39,27,2018-03-01 12:30:00,28118100
6759,6,9,32,12,37,23,21,2018-03-01 15:30:00,28507971
6760,15,12,45,36,31,37,13,2018-03-01 17:30:00,28671477
6761,9,37,36,40,12,38,3,2018-03-01 19:30:00,28789420
6762,46,21,6,33,36,45,34,2018-03-01 21:30:00,28894466
6763,3,17,28,8,46,32,33,2018-03-01 23:30:00,28996232
6764,26,5,42,44,36,48,31,2018-03-02 12:30:00,29081427
6765,44,48,5,11,9,1,22,2018-03-02 15:30:00,29293264
6766,15,19,11,36,14,6,29,2018-03-02 17:30:00,29429501
6767,19,18,6,46,42,1,41,2018-03-02 19:30:00,29533483
6768,27,48,22,31,30,5,37,2018-03-02 21:30:00,29633896
6769,3,47,8,13,24,42,19,2018-03-02 23:30:00,29716779
6770,40,29,17,5,48,26,38,2018-03-03 12:30:00,29803100
6771,35,32,33,26,22,27,28,2018-03-03 15:30:00,29989320
6772,19,5,7,2,43,46,47,2018-03-03 17:30:00,30115964
6773,28,19,38,11,47,22,5,2018-03-03 19:30:00,30200712
6774,2,40,43,20,41,16,29,2018-03-03 21:30:00,30275135
6775,20,23,17,8,45,12,27,2018-03-03 23:30:00,30340248
6776,34,31,5,27,40,33,28,2018-03-04 12:30:00,30423906
6777,49,41,34,43,10,3,21,2018-03-04 15:30:00,30610990
6778,16,42,2,3,23,46,5,2018-03-04 17:30:00,30727247
6779,45,14,38,7,32,11,9,2018-03-04 19:30:00,30854403
6780,33,40,44,35,3,14,20,2018-03-04 21:30:00,30958214
6781,38,36,30,49,6,45,43,2018-03-04 23:30:00,31056110
6782,45,19,38,17,31,24,47,2018-03-05 12:30:00,31144752
6783,7,31,14,30,1,10,17,2018-03-05 15:30:00,31336147
6784,10,40,37,13,25,46,32,2018-03-05 17:30:00,31452714
6785,6,4,17,35,1,8,12,2018-03-05 19:30:00,31539237
6786,44,29,13,35,16,31,22,2018-03-05 21:30:00,31620961
6787,9,8,2,34,12,1,28,2018-03-05 23:30:00,31692042
6788,4,42,13,47,26,31,30,2018-03-06 12:30:00,31777081
6789,41,12,29,9,23,33,10,2018-03-06 15:30:00,31991501
6790,48,38,46,36,49,34,9,2018-03-06 17:30:00,32113692
6791,32,46,48,15,17,45,24,2018-03-06 19:30:00,32214144
6792,46,23,34,26,40,25,49,2018-03-06 21:30:00,32308137
6793,17,12,37,33,30,41,46,2018-03-06 23:30:00,32393430
6794,42,5,9,14,21,10,41,2018-03-07 12:30:00,32469184
6795,43,33,20,23,10,41,29,2018-03-07 15:30:00,32660675
6796,17,47,2,23,38,48,24,2018-03-07 17:30:00,32792707
6797,27,42,37,25,29,47,39,2018-03-07 19:30:00,32888471
6798,25,18,45,6,8,16,30,2018-03-07 21:30:00,32974901
6799,32,40,41,24,27,3,9,2018-03-07 23:30:00,33053414
6800,37,15,7,34,28,42,6,2018-03-08 12:30:00,33145973
6801,20,1,47,32,37,48,49,2018-03-08 15:30:00,33374009
6802,6,4,45,27,42,34,31,2018-03-08 17:30:00,33512045
6803,47,28,22,3,48,17,43,2018-03-08 19:30:00,33602842
6804,40,34,33,32,19,9,29,2018-03-08 21:30:00,33675230
6805,10,9,28,20,22,43,29,2018-03-08 23:30:00,33747326
6806,39,23,27,43,10,34,40,2018-03-09 12:30:00,33818284
6807,28,23,6,7,45,14,5,2018-03-09 15:30:00,33987143
6808,48,19,42,4,2,30,45,2018-03-09 17:30:00,34106418
6809,21,8,2,3,32,19,4,2018-03-09 19:30:00,34187783
6810,1,42,11,15,21,31,8,2018-03-09 21:30:00,34256558
6811,49,25,26,42,27,46,2,2018-03-09 23:30:00,34320125
6812,41,42,43,44,6,23,34,2018-03-10 12:30:00,34386485
6813,48,47,13,26,7,2,19,2018-03-10 15:30:00,34539445
6814,4,7,20,28,18,42,26,2018-03-10 17:30:00,34635227
6815,31,25,39,35,26,18,19,2018-03-10 19:30:00,34710441
6816,29,6,30,18,35,13,7,2018-03-10 21:30:00,34778583
6817,16,43,36,48,12,38,42,2018-03-10 23:30:00,34837578
6818,48,46,34,23,26,7,37,2018-03-11 12:30:00,34916892
6819,28,29,22,27,47,19,1,2018-03-11 15:30:00,35089524
6820,9,4,35,30,49,17,7,2018-03-11 17:30:00,35196323
6821,25,14,47,27,22,26,19,2018-03-11 19:30:00,35277074
6822,22,5,43,23,33,24,47,2018-03-11 21:30:00,35385462
6823,21,41,23,31,11,24,20,2018-03-11 23:30:00,35513671
6824,12,30,16,23,24,42,40,2018-03-12 12:30:00,35603636
6825,34,15,2,42,8,44,27,2018-03-12 15:30:00,35847279
6826,32,9,16,25,45,24,37,2018-03-12 17:30:00,35983991
6827,26,42,49,40,8,44,28,2018-03-12 19:30:00,36072598
6828,34,22,27,47,7,48,19,2018-03-12 21:30:00,36155488
6829,42,5,8,46,9,40,26,2018-03-12 23:30:00,36219263
6830,1,8,35,5,37,42,14,2018-03-13 12:30:00,36306532
6831,29,16,22,46,10,15,30,2018-03-13 15:30:00,36561398
6832,40,6,10,4,26,39,16,2018-03-13 17:30:00,36693057
6833,45,24,19,49,46,22,48,2018-03-13 19:30:00,36795999
6834,20,24,42,26,1,22,47,2018-03-13 21:30:00,36904772
6835,30,3,22,11,41,14,24,2018-03-13 23:30:00,36991384
6836,49,48,40,13,3,36,8,2018-03-14 12:30:00,37067262
6837,14,37,21,23,46,22,40,2018-03-14 15:30:00,37240559
6838,16,36,43,21,44,6,4,2018-03-14 17:30:00,37350736
6839,6,38,8,15,20,47,44,2018-03-14 19:30:00,37434201
6840,15,21,43,26,2,49,17,2018-03-14 21:30:00,37513012
6841,36,28,2,5,40,31,12,2018-03-14 23:30:00,37590124
6842,27,2,44,16,6,5,3,2018-03-15 12:30:00,37675482
6843,34,19,46,37,41,11,22,2018-03-15 15:30:00,37884119
6844,42,34,26,43,13,24,22,2018-03-15 17:30:00,38013964
6845,43,10,40,20,45,2,18,2018-03-15 19:30:00,38117826
6846,4,36,44,10,31,5,38,2018-03-15 21:30:00,38210101
6847,35,21,26,27,8,6,13,2018-03-15 23:30:00,38295689
6848,6,34,21,14,7,43,2,2018-03-16 12:30:00,38367196
6849,26,36,33,45,11,27,37,2018-03-16 15:30:00,38549108
6850,16,35,41,2,42,11,32,2018-03-16 17:30:00,38667467
6851,35,30,1,24,7,16,17,2018-03-16 19:30:00,38757424
6852,46,44,10,39,49,45,34,2018-03-16 21:30:00,38843241
6853,43,7,5,24,12,31,47,2018-03-16 23:30:00,38928994
6854,29,17,9,3,24,10,32,2018-03-17 12:30:00,38997186
6855,46,48,18,23,7,44,19,2018-03-17 15:30:00,39154420
6856,6,34,38,4,19,20,31,2018-03-17 17:30:00,39264748
6857,19,24,27,34,30,41,49,2018-03-17 19:30:00,39350880
6858,21,36,28,26,11,3,46,2018-03-17 21:30:00,39424392
6859,46,10,40,19,30,32,43,2018-03-17 23:30:00,39482748
6860,23,42,2,12,3,30,45,2018-03-18 12:30:00,39555970
6861,10,25,20,46,48,6,45,2018-03-18 15:30:00,39734789
6862,11,45,28,21,34,22,46,2018-03-18 17:30:00,39846846
6863,5,37,10,2,7,24,20,2018-03-18 19:30:00,39957944
6864,30,41,43,46,9,39,14,2018-03-18 21:30:00,40062450
6865,48,6,27,43,9,12,18,2018-03-18 23:30:00,40162920
6866,6,30,48,21,36,13,7,2018-03-19 12:30:00,40240332
6867,20,18,22,3,17,23,47,2018-03-19 15:30:00,40417317
6868,28,8,16,43,38,21,46,2018-03-19 17:30:00,40533207
6869,14,24,34,10,25,16,18,2018-03-19 19:30:00,40621931
6870,12,19,34,5,45,39,25,2018-03-19 21:30:00,40702525
6871,36,24,25,39,30,3,34,2018-03-19 23:30:00,40777610
6872,47,2,22,28,7,27,21,2018-03-20 12:30:00,40868660
6873,5,45,39,10,14,13,32,2018-03-20 15:30:00,41063633
6874,11,7,5,26,12,40,3,2018-03-20 17:30:00,41202960
6875,40,15,11,8,36,41,48,2018-03-20 19:30:00,41289810
6876,24,10,14,39,1,27,18,2018-03-20 21:30:00,41376606
6877,25,18,2,7,28,20,32,2018-03-20 23:30:00,41448211
6878,13,37,1,49,28,46,38,2018-03-21 12:30:00,41532729
6879,15,5,6,36,35,26,45,2018-03-21 15:30:00,41738210
6880,24,26,34,23,31,12,15,2018-03-21 17:30:00,41857573
6881,11,2,3,36,43,44,16,2018-03-21 19:30:00,41947203
6882,45,19,3,24,20,42,33,2018-03-21 21:30:00,42025533
6883,28,15,43,33,1,23,10,2018-03-21 23:30:00,42102250
6884,16,45,34,4,40,39,8,2018-03-22 12:30:00,42180587
6885,20,45,27,31,18,42,44,2018-03-22 15:30:00,42363380
6886,8,15,24,16,38,34,46,2018-03-22 17:30:00,42477480
6887,7,28,25,41,14,46,16,2018-03-22 19:30:00,42559131
6888,29,38,41,24,1,3,19,2018-03-22 21:30:00,42630673
6889,25,19,4,39,36,9,49,2018-03-22 23:30:00,42702157
6890,22,40,9,23,45,26,8,2018-03-23 12:30:00,42775866
6891,18,44,5,43,29,38,17,2018-03-23 15:30:00,42945558
6892,10,1,32,4,35,20,22,2018-03-23 17:30:00,43053280
6893,15,12,5,31,2,46,42,2018-03-23 19:30:00,43134385
6894,8,3,44,43,32,45,30,2018-03-23 21:30:00,43205556
6895,32,45,40,44,28,6,27,2018-03-23 23:30:00,43272181
6896,29,10,15,13,41,32,11,2018-03-24 12:30:00,43342448
6897,33,36,41,43,1,4,40,2018-03-24 15:30:00,43518807
6898,30,16,36,1,27,49,26,2018-03-24 17:30:00,43638491
6899,33,13,18,42,34,44,37,2018-03-24 19:30:00,43718153
6900,47,25,23,3,28,36,31,2018-03-24 21:30:00,43782089
6901,18,19,21,33,16,1,42,2018-03-24 23:30:00,43840479
6902,20,19,38,10,11,48,44,2018-03-25 12:30:00,43914380
6903,44,26,9,11,42,49,39,2018-03-25 15:30:00,44075180
6904,4,48,42,10,39,49,40,2018-03-25 17:30:00,44173459
6905,23,34,27,38,37,16,48,2018-03-25 19:30:00,44280899
6906,48,23,43,6,3,17,22,2018-03-25 21:30:00,44372979
6907,36,45,25,9,38,29,18,2018-03-25 23:30:00,44445875
6908,11,14,18,41,33,3,32,2018-03-26 12:30:00,44520647
6909,47,26,41,25,14,5,35,2018-03-26 15:30:00,44692833
6910,39,44,47,25,5,31,42,2018-03-26 17:30:00,44805379
6911,39,33,4,49,8,21,43,2018-03-26 19:30:00,44889039
6912,36,2,4,42,38,3,17,2018-03-26 21:30:00,44965383
6913,36,27,41,12,42,4,15,2018-03-26 23:30:00,45029433
6914,25,35,4,23,46,45,31,2018-03-27 12:30:00,45105190
6915,46,33,18,30,25,28,9,2018-03-27 15:30:00,45275392
6916,22,20,37,19,25,41,26,2018-03-27 17:30:00,45375170
6917,34,40,9,32,6,12,13,2018-03-27 19:30:00,45454309
6918,44,23,7,39,27,4,22,2018-03-27 21:30:00,45520612
6919,42,5,25,32,6,40,33,2018-03-27 23:30:00,45582964
6920,32,37,13,11,33,25,4,,45651907
